Case,Name,Rank,Badge,Incident Date,Location,Precinct,Allegation,Disposition,Discipline,
200209-0062,JASON T GARNER,Police Officer,2165,2002-08-22 19:14:00,Street/Alley,13,Individual Issued Mace,Officers Actions within Policy,,
200301-0087,JASON T GARNER,Police Officer,2165,2003-01-06 1:45:00,Police Vehicle,13,Injury after arrest (transporting / processing),Officers Actions within Policy,,
200303-0138,JASON T GARNER,Police Officer,2165,2003-03-01 0:25:00,Private Residence or Property,13,Individual Issued Mace,Officers Actions within Policy,,
200305-0125,JASON T GARNER,Police Officer,2165,2003-04-30 23:05:00,Street/Alley,19,Injury after arrest (transporting / processing),Officers Actions within Policy,,
200506-0012,JASON T GARNER,Police Officer,2165,2005-05-20 20:15:00,Street/Alley,10,Individual Issued Mace,Officers Actions within Policy,,
200604-0052,JASON T GARNER,Police Officer,2165,2006-04-01 3:05:00,Police Vehicle,19,Individual Issued Mace,Officers Actions within Policy,,
200612-0126,JASON T GARNER,Police Officer,2165,2006-11-29 22:25:00,Business Building Or Property,19,Injury during arrest,Officers Actions within Policy,,
200704-0144,JASON T GARNER,Police Officer,2165,2007-03-09 6:27:00,Police Headquarters,16,Individual Issued Mace,Officers Actions within Policy,,
200806-0139,JASON T GARNER,Police Officer,2165,2008-06-01 3:15:00,Street/Alley,10,Striking Hands / Feet,Officers Actions within Policy,,
200806-0139,JASON T GARNER,Police Officer,2165,2008-06-01 3:15:00,Street/Alley,10,Injury during arrest,Officers Actions within Policy,,
201104-0089,JASON T GARNER,Police Officer,2165,2011-02-15 19:24:00,Private Residence or Property,19,Striking Hands / Feet,Officers Actions within Policy,,
201104-0089,JASON T GARNER,Police Officer,2165,2011-02-15 19:24:00,Private Residence or Property,19,Injury during arrest,Officers Actions within Policy,,
201305-0052,JASON T GARNER,Police Officer,2165,2013-03-15 17:51:00,Street/Alley,5,Injury after arrest (transporting / processing),Officers Actions within Policy,,
200107-0048,WILLIAM M WALLACE,Police Officer,2166,2001-04-24 20:18:00,Street/Alley,10,"Injury during contact with officers, prior to arrest",Officers Actions within Policy,,
200108-0178,WILLIAM M WALLACE,Police Officer,2166,2001-05-13 18:35:00,Jail/Correction Facility,16,Injury after arrest (transporting / processing),Officers Actions within Policy,,
200206-0010,WILLIAM M WALLACE,Police Officer,2166,2002-06-01 21:30:00,Police Vehicle,10,Individual Issued Mace,Officers Actions within Policy,,
200209-0208,WILLIAM M WALLACE,Police Officer,2166,2002-09-22 0:28:00,Street/Alley,18,Individual Issued Mace,Officers Actions within Policy,,
200212-0105,WILLIAM M WALLACE,Police Officer,2166,2002-12-11 15:50:00,Police Vehicle,10,Injury during arrest,Officers Actions within Policy,,
200310-0143,WILLIAM M WALLACE,Police Officer,2166,2003-09-27 15:45:00,Street/Alley,10,Individual Issued Mace,Officers Actions within Policy,,
200407-0023,WILLIAM M WALLACE,Police Officer,2166,2004-04-28 21:47:00,Private Residence or Property,10,Individual Issued Mace,Officers Actions within Policy,,
200407-0209,WILLIAM M WALLACE,Police Officer,2166,2004-07-10 18:30:00,Private Residence or Property,10,"Injury during contact with officers, prior to arrest",Officers Actions within Policy,,
200412-0090,WILLIAM M WALLACE,Police Officer,2166,2004-12-01 16:42:00,Street/Alley,10,Individual Issued Mace,Officers Actions within Policy,,
200503-0057,WILLIAM M WALLACE,Police Officer,2166,2005-01-25 17:21:00,Private Residence or Property,19,Striking Hands / Feet,Officers Actions within Policy,,
200503-0057,WILLIAM M WALLACE,Police Officer,2166,2005-01-25 17:21:00,Private Residence or Property,19,"Injury during contact with officers, prior to arrest",Officers Actions within Policy,,
200504-0090,WILLIAM M WALLACE,Police Officer,2166,2005-03-17 16:25:00,Street/Alley,10,Individual Issued Mace,Officers Actions within Policy,,
200707-0145,WILLIAM M WALLACE,Police Officer,2166,2007-07-17 19:28:00,Private Residence or Property,10,Individual Issued Mace,Officers Actions within Policy,,
200808-0106,WILLIAM M WALLACE,Police Officer,2166,2008-01-30 22:38:00,Street/Alley,15,Firearm Used,Officers Actions within Policy,,
200208-0087,MIA T LANCASTER,Police Officer,2167,2002-07-27 11:07:21,Business Building Or Property,3,Injury during arrest,Officers Actions within Policy,,
200501-0074,MIA T LANCASTER,Police Officer,2167,2005-01-02 17:07:00,Street/Alley,14,Individual Issued Mace,Officers Actions within Policy,,
200108-0238,BRADLEY A THIEL,Police Officer,2168,2001-07-12 16:35:00,Private Residence or Property,13,Injury during arrest,Officers Actions within Policy,,
200110-0037,BRADLEY A THIEL,Police Officer,2168,2001-09-10 18:10:00,Street/Alley,10,Injury during arrest,Officers Actions within Policy,,
200111-0014,BRADLEY A THIEL,Police Officer,2168,2001-11-02 22:00:00,Street/Alley,13,Force,Unfounded,,
200111-0176,BRADLEY A THIEL,Police Officer,2168,2001-11-03 12:31:50,Street/Alley,13,"Injury during contact with officers, prior to arrest",Officers Actions within Policy,,
200303-0096,BRADLEY A THIEL,Police Officer,2168,2003-02-21 11:00:00,Other,13,Injury after arrest (transporting / processing),Officers Actions within Policy,,
200312-0128,BRADLEY A THIEL,Police Officer,2168,2003-12-06 19:35:00,Street/Alley,8,Individual Issued Mace,Officers Actions within Policy,,
200312-0218,BRADLEY A THIEL,Police Officer,2168,2003-11-03 2:00:00,Street/Alley,16,Individual Issued Mace,Officers Actions within Policy,,
200406-0200,BRADLEY A THIEL,Police Officer,2168,2004-06-17 2:30:00,Street/Alley,8,Individual Issued Mace,Officers Actions within Policy,,
200407-0118,BRADLEY A THIEL,Police Officer,2168,2004-07-09 0:15:00,Street/Alley,8,Individual Issued Mace,Officers Actions within Policy,,
200408-0133,BRADLEY A THIEL,Police Officer,2168,2004-08-03 19:45:00,Street/Alley,8,Individual Issued Mace,Officers Actions within Policy,,
200411-0213,BRADLEY A THIEL,Police Officer,2168,2004-11-04 22:33:00,Private Residence or Property,8,Firearm Used,Officers Actions within Policy,,
200412-0034,BRADLEY A THIEL,Police Officer,2168,2004-11-30 21:44:00,Street/Alley,19,Individual Issued Mace,Officers Actions within Policy,,
200506-0050,BRADLEY A THIEL,Police Officer,2168,2005-06-03 18:30:00,Street/Alley,8,Force,Unfounded,,
200506-0104,BRADLEY A THIEL,Police Officer,2168,2005-06-11 22:11:00,Street/Alley,8,Individual Issued Mace,Officers Actions within Policy,,
200508-0148,BRADLEY A THIEL,Police Officer,2168,2005-07-30 0:30:00,Bar,8,Injury during arrest,Officers Actions within Policy,,
200603-0157,BRADLEY A THIEL,Police Officer,2168,2006-03-18 20:30:00,Business Building Or Property,8,Individual Issued Mace,Officers Actions within Policy,,
200606-0127,BRADLEY A THIEL,Police Officer,2168,2006-05-31 19:32:00,Street/Alley,8,Striking Hands / Feet,Officers Actions within Policy,,
200606-0127,BRADLEY A THIEL,Police Officer,2168,2006-05-31 19:32:00,Street/Alley,8,Individual Issued Mace,Officers Actions within Policy,,
200606-0127,BRADLEY A THIEL,Police Officer,2168,2006-05-31 19:32:00,Street/Alley,8,"Injury during contact with officers, prior to arrest",Officers Actions within Policy,,
200701-0017,BRADLEY A THIEL,Police Officer,2168,2006-12-21 22:19:00,Street/Alley,8,Individual Issued Mace,Officers Actions within Policy,,
201006-0070,BRADLEY A THIEL,Police Officer,2168,2010-05-01 1:27:00,Public Building or Property,8,Injury during arrest,Officers Actions within Policy,,
200109-0147,TERRY J STUART,Police Officer,2169,2001-08-26 2:00:00,Street/Alley,9,Injury during arrest,Officers Actions within Policy,,
200202-0092,TERRY J STUART,Police Officer,2169,2002-02-16 0:32:00,Street/Alley,9,Individual Issued Mace,Officers Actions within Policy,,
200203-0040,TERRY J STUART,Police Officer,2169,2002-03-03 2:00:00,Street/Alley,9,Individual Issued Mace,Officers Actions within Policy,,
200204-0209,TERRY J STUART,Police Officer,2169,2002-04-20 2:06:00,Street/Alley,9,Individual Issued Mace,Officers Actions within Policy,,
200207-0024,TERRY J STUART,Police Officer,2169,2002-06-28 9:57:03,Police Vehicle,9,Individual Issued Mace,Officers Actions within Policy,,
200208-0100,TERRY J STUART,Police Officer,2169,2002-08-08 9:14:10,Street/Alley,9,Individual Issued Mace,Officers Actions within Policy,,
200211-0243,TERRY J STUART,Police Officer,2169,2002-11-15 0:20:00,Police Vehicle,9,Individual Issued Mace,Officers Actions within Policy,,
200303-0066,TERRY J STUART,Police Officer,2169,2003-03-01 2:29:00,Street/Alley,12,Individual Issued Mace,Officers Actions within Policy,,
200305-0103,TERRY J STUART,Police Officer,2169,2003-05-10 23:00:00,Street/Alley,9,Individual Issued Mace,Officers Actions within Policy,,
200310-0114,TERRY J STUART,Police Officer,2169,2003-09-28 5:00:00,Street/Alley,13,Striking Hands / Feet,Officers Actions within Policy,,
200310-0114,TERRY J STUART,Police Officer,2169,2003-09-28 5:00:00,Street/Alley,13,Individual Issued Mace,Officers Actions within Policy,,
200310-0114,TERRY J STUART,Police Officer,2169,2003-09-28 5:00:00,Street/Alley,13,"Injury during contact with officers, prior to arrest",Officers Actions within Policy,,
200401-0104,TERRY J STUART,Police Officer,2169,2004-01-02 2:39:00,Police Vehicle,9,Individual Issued Mace,Officers Actions within Policy,,
200408-0091,TERRY J STUART,Police Officer,2169,2004-07-21 3:13:00,Public Building or Property,16,Individual Issued Mace,Officers Actions within Policy,,
200505-0016,TERRY J STUART,Police Officer,2169,2005-04-06 0:15:00,Private Residence or Property,9,Striking Hands / Feet,Officers Actions within Policy,,
200505-0016,TERRY J STUART,Police Officer,2169,2005-04-06 0:15:00,Private Residence or Property,9,Striking Weapon,Officers Actions within Policy,,
200505-0016,TERRY J STUART,Police Officer,2169,2005-04-06 0:15:00,Private Residence or Property,9,Injury during arrest,Officers Actions within Policy,,
200506-0215,TERRY J STUART,Police Officer,2169,2005-06-23 2:17:00,Private Residence or Property,9,Individual Issued Mace,Officers Actions within Policy,,
200507-0167,TERRY J STUART,Police Officer,2169,2005-07-20 22:59:00,Private Residence or Property,9,Force,Unfounded,,
200509-0201,TERRY J STUART,Police Officer,2169,2005-09-25 4:01:00,Street/Alley,9,Force,Unfounded,,
200510-0064,TERRY J STUART,Police Officer,2169,2005-09-25 4:00:00,Street/Alley,9,Individual Issued Mace,Officers Actions within Policy,,
200601-0088,TERRY J STUART,Police Officer,2169,2006-01-05 2:15:00,Private Residence or Property,9,Injury during arrest,Officers Actions within Policy,,
200602-0158,TERRY J STUART,Police Officer,2169,2006-02-04 0:28:00,Police Vehicle,9,Injury during arrest,Officers Actions within Policy,,
200603-0041,TERRY J STUART,Police Officer,2169,2006-03-02 2:36:00,Bar,9,Individual Issued Mace,Officers Actions within Policy,,
200609-0042,TERRY J STUART,Police Officer,2169,2006-08-29 1:27:00,Business Building Or Property,9,Individual Issued Mace,Officers Actions within Policy,,
200712-0014,TERRY J STUART,Police Officer,2169,2007-11-16 20:39:00,Business Building Or Property,10,Injury during arrest,Officers Actions within Policy,,
200807-0175,TERRY J STUART,Police Officer,2169,2008-07-06 19:00:00,Business Building Or Property,10,Injury during arrest,Officers Actions within Policy,,
200811-0012,TERRY J STUART,Police Officer,2169,2008-10-21 1:19:00,Business Building Or Property,9,Individual Issued Mace,Officers Actions within Policy,,
200902-0117,TERRY J STUART,Police Officer,2169,2009-01-04 17:30:00,Public Building or Property,11,"Injury during contact with officers, no arrest made",Officers Actions within Policy,,
200908-0179,TERRY J STUART,Police Officer,2169,2009-08-22 23:15:00,Street/Alley,2,Individual Issued Mace,Officers Actions within Policy,,
201007-0012,TERRY J STUART,Police Officer,2169,2010-06-01 0:08:00,Street/Alley,9,Injury during arrest,Officers Actions within Policy,,
201107-0105,TERRY J STUART,Police Officer,2169,2011-07-04 0:48:00,Private Residence or Property,13,Individual Issued Mace,Officers Actions within Policy,,
200306-0153,BRADLEY A AGERTER,Default,2170,2003-05-25 21:30:00,Police Vehicle,13,"Injury during contact with officers, prior to arrest",Officers Actions within Policy,,
200307-0204,BRADLEY A AGERTER,Default,2170,2003-06-27 19:40:00,Street/Alley,6,Injury during arrest,Officers Actions within Policy,,
200311-0011,BRADLEY A AGERTER,Default,2170,2003-09-06 21:10:00,Private Residence or Property,6,"Injury during contact with officers, prior to arrest",Officers Actions within Policy,,
200404-0068,BRADLEY A AGERTER,Default,2170,2004-04-17 2:45:00,Business Building Or Property,17,Force,Unfounded,,
200408-0081,BRADLEY A AGERTER,Default,2170,2004-08-06 20:34:00,Private Residence or Property,6,Individual Issued Mace,Officers Actions within Policy,,
200410-0091,BRADLEY A AGERTER,Default,2170,2004-09-01 21:16:00,Police Vehicle,6,Injury during arrest,Officers Actions within Policy,,
200501-0070,BRADLEY A AGERTER,Default,2170,2005-01-01 3:31:00,Public Building or Property,16,Individual Issued Mace,Officers Actions within Policy,,
200508-0069,BRADLEY A AGERTER,Default,2170,2005-07-31 2:30:00,Street/Alley,16,Individual Issued Mace,Officers Actions within Policy,,
200510-0012,BRADLEY A AGERTER,Default,2170,2005-09-25 1:45:00,Street/Alley,16,Force,Unfounded,,
200601-0041,BRADLEY A AGERTER,Default,2170,2006-01-01 0:13:00,Bar,6,Individual Issued Mace,Officers Actions within Policy,,
200705-0011,BRADLEY A AGERTER,Default,2170,2007-05-02 15:30:00,Private Residence or Property,6,Force,Unfounded,,
200802-0046,BRADLEY A AGERTER,Default,2170,2008-02-03 2:30:00,Bar,16,Individual Issued Mace,Officers Actions within Policy,,
200811-0210,BRADLEY A AGERTER,Default,2170,2008-11-24 21:30:00,Private Residence or Property,14,Display / Use of Firearms,Not Sustained,,
201006-0079,BRADLEY A AGERTER,Default,2170,2010-05-16 2:25:00,Street/Alley,16,Individual Issued Mace,Officers Actions within Policy,,
201009-0079,BRADLEY A AGERTER,Default,2170,2010-08-29 1:50:00,Bar,16,Individual Issued Mace,Officers Actions within Policy,,
201208-0066,BRADLEY A AGERTER,Default,2170,2012-05-25 16:18:00,Street/Alley,7,Individual Issued Mace,Officers Actions within Policy,Documented Constructive Counseling,
201208-0066,BRADLEY A AGERTER,Default,2170,2012-05-25 16:18:00,Street/Alley,7,Injury during arrest,Officers Actions within Policy,Documented Constructive Counseling,
201306-0220,BRADLEY A AGERTER,Default,2170,2013-05-25 21:00:00,Other,7,Individual Issued Mace,Officers Actions within Policy,,
200102-0057,JOHN A DAVIS,Police Officer,2171,2001-02-11 2:15:00,Street/Alley,5,Injury during arrest,Officers Actions within Policy,,
200103-0055,JOHN A DAVIS,Police Officer,2171,2001-02-04 2:10:00,Business Building Or Property,5,Force,Not Sustained,,
200103-0055,JOHN A DAVIS,Police Officer,2171,2001-02-04 2:10:00,Business Building Or Property,5,Injury during arrest,Officers Actions within Policy,,
200107-0047,JOHN A DAVIS,Police Officer,2171,2001-04-28 2:29:00,Street/Alley,5,Striking Hands / Feet,Officers Actions within Policy,,
200107-0047,JOHN A DAVIS,Police Officer,2171,2001-04-28 2:29:00,Street/Alley,5,Striking Weapon,Officers Actions within Policy,,
200112-0032,JOHN A DAVIS,Police Officer,2171,2001-12-05 4:00:00,Street/Alley,5,Force,Unfounded,,
200112-0057,JOHN A DAVIS,Police Officer,2171,2001-12-05 13:18:51,Street/Alley,8,"Injury during contact with officers, prior to arrest",Officers Actions within Policy,,
200202-0023,JOHN A DAVIS,Police Officer,2171,2002-02-02 1:37:00,Street/Alley,5,Individual Issued Mace,Officers Actions within Policy,,
200204-0135,JOHN A DAVIS,Police Officer,2171,2002-04-11 4:39:00,Street/Alley,5,Force,Unfounded,,
200211-0193,JOHN A DAVIS,Police Officer,2171,2002-11-06 22:57:00,Street/Alley,6,Striking Hands / Feet,Officers Actions within Policy,,
200302-0082,JOHN A DAVIS,Police Officer,2171,2002-08-10 9:11:25,Street/Alley,U,Force,Unfounded,,
200303-0205,JOHN A DAVIS,Police Officer,2171,2003-02-12 23:24:00,Street/Alley,5,Striking Weapon,Officers Actions within Policy,,
200305-0227,JOHN A DAVIS,Police Officer,2171,2003-05-19 22:37:00,Street/Alley,5,Striking Hands / Feet,Officers Actions within Policy,,
200307-0086,JOHN A DAVIS,Police Officer,2171,2003-07-03 2:42:00,Private Residence or Property,7,Striking Weapon,Officers Actions within Policy,,
200308-0149,JOHN A DAVIS,Police Officer,2171,2003-06-08 2:16:00,Private Residence or Property,2,Striking Hands / Feet,Officers Actions within Policy,,
200308-0149,JOHN A DAVIS,Police Officer,2171,2003-06-08 2:16:00,Private Residence or Property,2,Striking Weapon,Officers Actions within Policy,,
200402-0069,JOHN A DAVIS,Police Officer,2171,2004-02-09 22:55:00,Street/Alley,5,Individual Issued Mace,Officers Actions within Policy,,
200909-0106,JOHN A DAVIS,Police Officer,2171,2009-09-17 1:49:00,Business Building Or Property,2,Firearm Used,Officers Actions within Policy,,
201011-0126,JOHN A DAVIS,Police Officer,2171,2010-05-06 23:00:00,Street/Alley,5,Injury during arrest,Officers Actions within Policy,,
200211-0206,TODD D SCHIFF,Police Officer,2172,2002-11-07 2:22:00,Private Residence or Property,13,Striking Hands / Feet,Officers Actions within Policy,,
